Gene	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_1	Sample_2	Sample_3
ENSG00000252624.1|RNA5SP409	0	0	0	0	0	0	0	0	0
ENSG00000252625.1|RNU1-40P	0	0	0	0	0	0	0	0	0
ENSG00000252626.1|RNU6-1308P	0	0	0	0	0	0	0	0	0
ENSG00000252627.1|RNU6-122P	0	0	0	0	0	0	0	0	0
ENSG00000252628.2|RNU6-453P	0	0	0	0	0	0	0	0	0
ENSG00000252633.1|RN7SKP282	2	0	0	45	0	0	4	0	42
ENSG00000252634.1|RN7SKP219	0	0	0	0	0	0	0	0	0
ENSG00000252635.1|RNU2-56P	0	0	0	0	0	0	0	0	0
ENSG00000252636.1|RNU6-826P	0	0	0	0	0	0	0	0	0
ENSG00000252637.1|RNA5SP268	0	0	0	0	0	0	0	0	0
ENSG00000252639.1|RNU2-24P	0	0	0	0	0	0	0	3	0
ENSG00000252640.1|snoU109	0	0	0	0	0	0	0	0	0
ENSG00000252641.2|RNU6-678P	0	0	0	0	0	0	0	0	0
ENSG00000252642.1|RNA5SP137	0	0	0	0	0	0	0	0	0
ENSG00000252643.1|RNU6-1136P	0	0	0	0	0	0	0	0	0
ENSG00000252644.1|RNU7-30P	0	0	0	0	0	0	0	0	0
ENSG00000252645.1|RNU7-111P	0	0	0	0	0	0	0	0	0
ENSG00000252647.1|RNA5SP416	0	0	0	0	0	0	0	0	0
ENSG00000252649.1|RNA5SP480	0	0	0	0	0	0	0	0	0
ENSG00000252650.1|RNA5SP75	0	0	0	0	0	0	0	0	0
ENSG00000252651.1|RNU6-557P	0	0	0	0	0	0	0	0	0
ENSG00000252652.1|Y_RNA	0	0	0	0	0	5	0	0	0
ENSG00000252653.1|RNA5SP444	0	0	0	0	0	0	0	0	0
ENSG00000252654.1|RNU7-6P	0	0	0	0	0	0	0	0	0
ENSG00000252655.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252656.1|RN7SKP88	0	0	0	0	0	0	0	0	0
ENSG00000252657.1|SNORA70	0	0	2	0	1	0	5	1	6
ENSG00000252658.1|RNU6-786P	0	0	0	0	0	1	0	1	0
ENSG00000252659.1|RNU6-1088P	0	0	0	0	0	0	0	0	0
ENSG00000252660.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252661.1|RNU6-782P	0	0	0	0	0	0	0	0	0
ENSG00000252667.1|RNA5SP523	0	0	0	0	0	0	0	0	0
ENSG00000252671.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252673.1|RNA5SP421	0	0	0	0	0	0	0	0	0
ENSG00000252674.1|RNA5SP102	0	0	0	0	0	0	0	0	0
ENSG00000252677.1|SNORA81	0	0	0	0	0	0	0	0	0
ENSG00000252680.1|RNA5SP449	0	0	0	0	0	0	0	0	0
ENSG00000252681.1|RNU1-97P	0	0	0	0	0	0	0	0	0
ENSG00000252682.1|SNORD59	0	0	0	0	0	0	0	0	0
ENSG00000252684.1|RNU6ATAC36P	0	0	0	0	0	0	0	0	0
ENSG00000252685.1|RNU6-928P	0	0	0	0	0	0	0	0	0
ENSG00000252686.1|RNU6-1234P	0	0	0	0	0	0	0	0	0
ENSG00000252688.1|RNU6-579P	0	0	0	0	0	0	0	0	0
ENSG00000252689.1|SNORA20	0	0	0	0	0	0	0	0	0
ENSG00000252690.3|SCARNA15	1	0	0	0	0	0	5	0	7
ENSG00000252691.1|SCARNA18	0	0	0	0	0	0	0	0	0
ENSG00000252692.1|SNORD60	0	0	0	0	0	0	0	0	0
ENSG00000252693.1|SNORA40	0	0	0	0	0	0	0	0	0
ENSG00000252695.1|MIR2276	0	0	0	0	0	0	0	0	0
ENSG00000252696.1|RNA5SP34	0	0	0	0	0	0	0	0	0
ENSG00000252697.1|RN7SKP209	0	0	0	0	0	0	0	0	0
ENSG00000252699.1|SNORA21B	0	0	0	0	0	0	0	0	0
ENSG00000252700.1|RNU7-110P	0	0	0	0	0	0	0	0	0
ENSG00000252704.1|RN7SKP277	0	0	0	0	0	0	0	0	0
ENSG00000252705.1|RNU6-175P	0	0	0	0	0	0	0	0	0
ENSG00000252707.1|RNU11-2P	1	0	0	3	0	1	0	0	1
ENSG00000252710.1|RNU6-295P	0	0	0	0	0	0	0	0	0
ENSG00000252711.1|RN7SKP116	0	0	0	0	0	0	0	0	0
ENSG00000252712.1|SCARNA14	0	0	0	0	0	0	0	0	0
ENSG00000252713.1|RNU6-1198P	0	0	0	0	0	0	0	0	0
ENSG00000252714.1|RNA5SP392	0	0	0	0	0	0	0	0	0
ENSG00000252716.1|RN7SKP260	0	0	0	0	0	0	0	0	0
ENSG00000252717.1|RNU6-352P	0	0	0	0	0	0	0	0	0
ENSG00000252718.1|RNU6-612P	0	0	0	0	0	0	0	0	0
ENSG00000252719.1|SNORA18	0	0	5	4	0	8	3	1	3
ENSG00000252720.1|RNU6-1258P	0	0	0	0	0	0	0	0	0
ENSG00000252721.1|RNU6-798P	0	0	0	0	0	0	0	0	0
ENSG00000252722.1|SCARNA20	0	0	0	0	0	0	0	0	0
ENSG00000252723.2|RNU6-677P	0	0	0	0	0	0	0	0	0
ENSG00000252724.1|SNORA70	0	0	0	0	0	0	0	0	0
ENSG00000252725.1|RNU6-765P	0	0	0	0	0	0	0	0	0
ENSG00000252726.1|RNA5SP94	0	0	0	0	0	0	0	0	0
ENSG00000252727.1|SCARNA11	0	0	0	0	0	0	0	0	0
ENSG00000252729.1|RNU6-971P	0	0	0	0	0	0	0	0	0
ENSG00000252734.1|RNU6-980P	0	0	0	0	0	0	0	0	0
ENSG00000252735.1|RNU6-528P	0	0	0	0	0	0	0	0	0
ENSG00000252739.1|RNU7-151P	0	0	1	0	0	0	0	0	0
ENSG00000252742.1|Y_RNA	5	0	0	0	0	0	0	0	0
ENSG00000252743.1|RNU6-850P	0	0	0	0	0	0	0	0	0
ENSG00000252744.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252745.1|RNA5SP143	0	0	0	0	0	0	0	0	0
ENSG00000252746.1|RNU6-273P	0	0	0	0	0	0	0	0	0
ENSG00000252747.1|RNA5SP364	0	0	0	0	0	0	0	0	0
ENSG00000252749.1|RNU7-116P	0	0	0	0	0	0	0	0	0
ENSG00000252750.1|RNU7-70P	0	0	0	0	0	3	0	0	0
ENSG00000252751.1|RNU6-143P	0	0	0	0	0	0	0	0	0
ENSG00000252752.1|RNU6-210P	0	0	0	0	0	0	0	0	0
ENSG00000252755.1|RNU6-703P	0	0	0	0	0	0	0	0	0
ENSG00000252756.1|RNU6-577P	0	0	0	6	0	2	0	0	0
ENSG00000252757.1|RN7SKP96	0	0	0	0	0	0	0	0	0
ENSG00000252758.1|RNU6-445P	0	0	0	0	0	0	0	0	0
ENSG00000252759.1|Y_RNA	6	0	1	6	12	9	10	0	2
ENSG00000252760.1|RNA5SP54	0	0	0	0	0	0	0	0	0
ENSG00000252761.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252762.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000252763.1|RNU2-31P	0	0	0	0	0	0	0	0	0
ENSG00000252764.1|RNU6-1092P	0	0	0	1	0	0	0	0	3
ENSG00000252765.1|SCARNA16	0	0	0	0	0	0	0	0	0
ENSG00000252766.1|RNU6-255P	0	0	0	0	0	0	0	0	0
ENSG00000252767.1|RNU6-250P	0	0	0	0	0	0	0	0	0
ENSG00000252768.1|RNU6-856P	0	0	0	0	0	0	0	0	0
ENSG00000252769.1|RNU6-943P	0	0	0	0	0	0	0	0	0
ENSG00000252770.1|RNU7-4P	0	0	0	0	0	0	0	0	0
ENSG00000252772.1|RNU6-714P	0	0	0	0	0	0	0	0	0
ENSG00000252774.1|SNORA48	0	0	0	0	0	0	0	0	0
ENSG00000252776.1|RNU4ATAC10P	0	0	0	0	0	0	0	0	0
ENSG00000252777.1|SCARNA24	0	0	0	0	0	0	0	0	0
ENSG00000252778.1|SCARNA20	0	0	0	0	0	0	0	0	0
ENSG00000252779.1|RNU6-182P	0	0	0	0	0	0	0	0	0
ENSG00000252780.1|RNA5SP471	0	0	0	0	0	0	0	0	0
ENSG00000252782.1|RNU6-341P	0	0	0	0	0	0	0	4	0
ENSG00000252783.1|RNU6-835P	0	0	0	0	0	0	0	0	0
ENSG00000252784.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252787.2|SNORD19	0	0	0	0	0	0	0	0	0
ENSG00000252794.1|RN7SKP60	0	0	0	0	0	0	0	0	0
ENSG00000252795.1|RNU6-56P	0	0	0	0	0	0	0	0	0
ENSG00000252796.1|RNU7-11P	0	0	0	0	0	0	0	0	0
ENSG00000252797.1|RN7SKP272	0	0	0	0	0	0	0	0	0
ENSG00000252798.1|SCARNA6	0	0	0	0	0	0	0	0	0
ENSG00000252800.1|SCARNA20	6	0	0	0	1	15	12	5	0
ENSG00000252802.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252804.1|RNU6-958P	0	0	0	0	0	0	0	0	0
ENSG00000252806.1|RNA5SP420	0	0	0	0	0	0	0	0	0
ENSG00000252807.1|RNU6-1006P	0	0	0	0	0	0	0	0	0
ENSG00000252810.1|RNU6-345P	0	0	0	0	0	0	0	0	0
ENSG00000252812.1|RN7SKP2	0	0	0	0	0	0	0	0	0
ENSG00000252814.1|RN7SKP233	0	0	0	0	0	0	0	0	0
ENSG00000252815.1|RNU6-410P	0	0	0	0	0	0	0	0	0
ENSG00000252816.1|RNA5SP337	0	0	0	0	0	0	0	0	0
ENSG00000252820.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252821.1|RNU6-388P	0	0	0	0	0	0	0	0	0
ENSG00000252822.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252823.1|RNU6-148P	0	0	0	0	0	0	0	0	0
ENSG00000252824.1|SNORA48	0	0	0	0	0	0	0	0	6
ENSG00000252826.1|RNU1-92P	0	1	0	24	0	0	0	0	0
ENSG00000252827.1|RN7SKP11	0	0	0	0	0	0	0	0	0
ENSG00000252828.1|RNA5SP135	0	0	0	0	0	0	0	0	0
ENSG00000252830.2|5S_rRNA	0	0	0	0	0	0	0	0	0
ENSG00000252832.1|RNU6-1212P	0	0	0	0	0	0	0	0	0
ENSG00000252833.1|RNA5SP186	0	0	0	0	0	0	0	0	0
ENSG00000252835.1|SCARNA21	159	237	203	401	29	83	168	131	42
ENSG00000252837.1|RN7SKP99	0	0	0	0	0	0	0	0	0
ENSG00000252839.1|RNU6-419P	0	0	0	0	0	0	0	0	1
ENSG00000252840.1|SNORA44	0	0	0	0	0	0	0	0	0
ENSG00000252845.1|RNA5SP101	0	0	0	0	0	0	0	0	0
ENSG00000252847.1|RNU2-46P	0	0	0	0	0	0	0	0	0
ENSG00000252848.1|RNA5SP230	0	0	0	0	0	0	0	0	0
ENSG00000252850.1|RNU1-117P	0	0	0	0	0	0	0	0	0
ENSG00000252852.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000252854.1|RN7SKP5	0	0	0	0	0	0	0	0	0
ENSG00000252856.1|RNA5SP503	0	0	0	0	0	0	0	0	0
ENSG00000252857.1|RNU6-389P	0	0	0	0	0	0	0	0	0
ENSG00000252858.1|RNU6-1271P	0	0	0	0	0	0	0	0	0
ENSG00000252859.1|RNU6-375P	0	0	2	0	0	0	2	0	0
ENSG00000252860.1|RNU6-570P	0	0	0	0	0	0	0	0	0
ENSG00000252861.1|RNU6-448P	0	0	0	0	0	0	0	0	0
ENSG00000252863.1|RNU6-1183P	0	0	0	0	0	0	0	0	0
ENSG00000252864.1|RNA5SP278	0	0	0	0	0	0	0	0	0
ENSG00000252866.1|RNA5SP243	0	0	0	0	0	0	0	0	0
ENSG00000252867.1|RNU6-909P	0	0	0	0	0	0	0	0	0
ENSG00000252868.1|snoZ278	0	0	0	0	0	0	0	0	0
ENSG00000252870.1|ACA59	0	0	0	0	0	0	0	0	0
ENSG00000252872.1|RNU7-188P	0	0	0	0	0	0	0	0	0
ENSG00000252874.2|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252877.1|RNA5SP312	0	0	0	0	0	0	0	0	0
ENSG00000252879.1|RN7SKP98	0	0	0	0	0	0	0	0	0
ENSG00000252881.1|RNU6-334P	0	0	0	0	0	0	0	0	0
ENSG00000252882.1|RNU6-1137P	0	0	0	0	0	0	0	0	0
ENSG00000252884.1|RNU6-1213P	0	0	0	0	0	0	0	0	0
ENSG00000252886.1|RN7SKP197	0	0	0	0	0	0	0	0	0
ENSG00000252887.1|RNU6-430P	0	1	6	2	0	1	5	0	6
ENSG00000252888.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000252889.1|RNU6-1236P	0	0	0	0	0	0	0	0	0
ENSG00000252890.1|RNU6-699P	0	0	0	0	0	0	0	0	0
ENSG00000252891.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252892.1|RNU6-548P	0	0	0	0	0	0	0	0	0
ENSG00000252894.2|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252897.1|RNU6-685P	0	0	0	0	0	0	0	0	0
ENSG00000252898.1|RNU6-1096P	0	0	0	0	0	0	0	0	0
ENSG00000252900.1|RNU6-303P	0	0	0	0	0	0	0	0	0
ENSG00000252902.1|RNA5SP342	0	0	0	0	0	0	0	0	0
ENSG00000252903.2|RNU6-894P	0	0	0	0	0	0	0	0	0
ENSG00000252904.1|SNORA76	0	0	0	0	0	0	1	0	0
ENSG00000252905.1|RNA5SP330	0	0	0	0	0	0	0	0	0
ENSG00000252906.1|SCARNA3	11	6	44	17	5	40	13	12	0
ENSG00000252908.1|RNU6-1003P	0	0	0	0	0	0	0	0	5
ENSG00000252909.1|RNU6-201P	0	0	0	0	0	0	0	0	0
ENSG00000252913.1|RNU6-158P	0	0	0	0	0	0	0	0	0
ENSG00000252914.1|RNU6-789P	0	0	0	0	0	0	0	0	0
ENSG00000252915.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252916.1|RNU6-762P	0	0	0	0	0	0	0	0	2
ENSG00000252917.1|SNORA74	0	0	0	0	0	0	0	0	0
ENSG00000252919.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252920.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000252922.1|RNU6-365P	0	0	0	0	0	0	0	0	0
ENSG00000252923.1|SCARNA16	0	0	0	0	0	0	0	0	0
ENSG00000252927.1|RNA5SP404	0	0	0	0	0	0	0	0	0
ENSG00000252928.1|RNU6-64P	0	0	0	0	0	0	0	0	0
ENSG00000252929.1|RNU6-218P	0	0	0	1	0	0	2	0	0
ENSG00000252930.1|RNU6-1015P	0	0	0	0	0	0	0	0	0
ENSG00000252931.1|RNU6-231P	0	0	0	0	0	0	0	0	0
ENSG00000252933.1|RNU6-1223P	0	0	0	0	0	0	0	0	0
ENSG00000252934.1|RNU7-172P	0	0	0	0	0	0	0	0	0
ENSG00000252935.1|RNU6-1220P	0	0	0	0	0	0	0	0	0
ENSG00000252936.1|RNA5SP423	0	0	0	0	0	0	0	0	0
ENSG00000252937.1|RNU6-1270P	0	0	0	0	0	0	0	0	0
ENSG00000252941.1|RNA5SP340	0	0	0	0	0	0	0	0	0
ENSG00000252942.1|RNA5SP290	0	0	0	6	0	0	0	0	0
ENSG00000252943.1|RNU6-264P	0	0	0	0	0	0	0	0	0
ENSG00000252944.1|RNU6-897P	0	0	0	3	0	0	0	0	0
ENSG00000252945.1|snoU83B	0	0	0	0	0	0	0	0	0
ENSG00000252947.1|SCARNA1	0	0	0	0	0	2	0	0	0
ENSG00000252948.1|RNU6-1314P	0	0	0	0	0	0	0	0	0
ENSG00000252950.1|RNA5SP490	0	0	0	0	0	0	0	0	0
ENSG00000252951.1|RNA5SP165	0	0	0	0	0	0	0	0	0
ENSG00000252952.1|RNU6-58P	0	0	0	0	0	0	0	0	0
ENSG00000252953.1|RNU6-232P	0	0	0	0	0	0	0	0	0
ENSG00000252955.1|RNU4ATAC9P	0	0	0	0	0	0	0	0	0
ENSG00000252956.1|RNA5SP40	0	0	0	0	0	0	0	0	0
ENSG00000252957.1|RNA5SP402	0	0	0	0	0	0	0	0	0
ENSG00000252959.1|RNA5SP170	0	0	0	0	0	0	0	0	0
ENSG00000252960.1|RN7SKP258	0	0	0	0	0	0	0	0	0
ENSG00000252962.1|RNU6-993P	0	0	0	0	0	0	0	0	0
ENSG00000252963.1|RN7SKP147	0	0	0	0	0	0	0	0	0
ENSG00000252964.1|RNA5SP400	0	0	0	0	0	0	0	0	0
ENSG00000252965.1|Y_RNA	0	0	0	5	6	0	3	0	2
ENSG00000252969.1|SNORA70	0	0	0	0	0	0	0	0	0
ENSG00000252970.1|RNA5SP159	0	0	14	0	0	0	5	1	0
ENSG00000252971.1|RNU6-1057P	0	2	1	0	0	4	0	0	0
ENSG00000252973.1|RNU6-1028P	0	0	0	0	0	0	0	0	0
ENSG00000252975.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000252977.1|RNA5SP70	0	0	0	0	0	0	0	0	0
ENSG00000252978.1|RN7SKP183	0	0	0	0	0	0	0	0	0
ENSG00000252979.1|RNU6-165P	0	0	0	0	0	0	0	0	0
ENSG00000252980.1|RNU6-367P	0	0	0	0	0	0	0	0	0
ENSG00000252982.1|RN7SKP234	0	0	0	0	0	0	0	0	0
ENSG00000252983.1|RNU7-35P	0	0	0	0	0	0	0	0	0
ENSG00000252984.1|RNU6-844P	0	0	0	0	0	0	0	0	0
ENSG00000252985.1|SNORD116	0	0	0	0	0	0	0	0	0
ENSG00000252987.1|RNA5SP66	0	0	0	0	0	0	0	0	0
ENSG00000252988.1|RNU6-111P	0	0	0	0	0	0	0	0	0
ENSG00000252989.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000252990.1|RNU1-54P	0	0	0	0	0	0	0	0	0
ENSG00000252991.1|RNU6-1073P	0	0	0	0	0	0	0	0	0
ENSG00000252992.1|SCARNA11	0	0	0	0	0	0	0	0	0
ENSG00000252993.1|SNORA25	0	0	0	0	0	0	0	0	0
ENSG00000252994.1|RNU6-1231P	5	0	0	5	0	0	0	0	0
ENSG00000252995.1|RNU6-667P	0	0	0	0	0	0	0	0	0
ENSG00000252996.1|RNU6-1315P	0	0	0	0	0	0	0	0	0
ENSG00000252998.1|RNU6-889P	0	0	0	0	0	0	0	0	0
ENSG00000252999.1|RNA5SP380	0	0	0	0	0	0	0	0	0
ENSG00000253000.1|RNU1-45P	0	0	0	0	0	0	0	0	0
ENSG00000253001.1|RN7SKP105	0	0	0	0	0	0	0	0	0
ENSG00000253003.1|RNU6-1261P	0	0	0	0	0	0	0	0	0
ENSG00000253005.1|RNU6-176P	0	0	0	0	0	0	0	0	0
ENSG00000253006.1|RN7SKP283	14	9	4	0	0	0	1	1	53
ENSG00000253007.2|SNORA50B	0	0	0	0	0	0	0	0	0
ENSG00000253008.2|MIR2355	0	0	0	0	0	0	0	0	0
ENSG00000253010.1|RN7SKP256	0	0	0	0	0	0	0	0	0
ENSG00000253013.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000253015.1|RN7SKP64	0	0	0	0	0	0	0	0	0
ENSG00000253016.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000253019.1|RN7SKP35	0	0	0	0	0	0	0	0	0
ENSG00000253020.2|RN7SKP40	0	0	0	0	0	0	0	0	0
ENSG00000253021.1|RNU6-902P	0	0	0	0	0	0	0	0	0
ENSG00000253022.1|RNU6-731P	0	0	0	0	0	5	0	0	0
ENSG00000253023.1|RNU7-156P	0	0	0	0	0	0	0	0	0
ENSG00000253024.1|RNU6-1238P	0	0	0	0	0	0	0	0	0
ENSG00000253025.1|RNU2-12P	0	0	0	0	0	0	0	0	0
ENSG00000253026.1|RNU6-464P	0	0	0	0	0	0	0	0	0
ENSG00000253027.1|SNORA70	0	0	0	0	0	0	0	0	0
ENSG00000253028.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000253030.1|MIR2116	0	0	0	0	0	0	0	0	0
ENSG00000253031.1|RNA5SP291	0	0	0	0	0	0	0	0	0
ENSG00000253032.1|RNU6-299P	0	0	0	0	0	0	0	0	4
ENSG00000253035.1|RNU4ATAC5P	0	0	0	0	0	0	0	0	0
ENSG00000253038.1|RNU6-706P	0	0	0	0	0	0	0	0	0
ENSG00000253039.1|RNA5SP47	0	0	0	0	0	0	0	0	0
ENSG00000253040.1|RNA5SP454	0	0	0	0	0	0	0	0	0
ENSG00000253041.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000253042.1|SNORA70	0	0	4	2	0	0	0	0	9
ENSG00000253043.1|RNU7-181P	6	0	0	0	8	14	1	0	17
ENSG00000253047.1|SNORA40	0	0	3	4	2	3	0	0	1
ENSG00000253048.1|RNU4-60P	0	0	0	0	0	0	0	0	0
ENSG00000253049.1|SNORA43	0	0	0	0	0	0	0	0	0
ENSG00000253051.1|SNORA31	0	0	0	0	0	0	0	0	0
ENSG00000253053.1|RN7SKP289	0	0	0	0	0	0	0	0	0
ENSG00000253054.1|RNU7-77P	0	0	0	1	0	0	5	0	0
ENSG00000253055.1|RNA5SP415	0	0	0	0	0	0	0	0	0
ENSG00000253056.1|RNU7-128P	0	0	0	0	0	0	0	0	0
ENSG00000253057.1|RN7SKP57	0	0	0	0	0	0	0	0	0
ENSG00000253058.1|RNA5SP437	0	0	0	6	0	0	4	2	0
ENSG00000253059.1|SNORA31	0	0	2	0	0	0	0	0	0
ENSG00000253060.1|SCARNA20	0	0	0	0	0	0	0	0	0
ENSG00000253063.1|RNU6-494P	0	0	0	0	0	0	0	0	0
ENSG00000253064.1|RNU6-711P	0	0	0	0	0	0	0	0	0
ENSG00000253065.1|SNORA40	0	0	0	0	0	0	0	0	0
ENSG00000253066.1|RNU6-709P	0	0	0	0	0	0	0	0	0
ENSG00000253067.1|snoZ6	0	0	0	0	0	0	0	0	0
ENSG00000253070.1|RNU6-794P	0	0	0	0	0	0	0	0	0
ENSG00000253072.1|snoMBII-202	0	0	0	0	0	0	0	0	0
ENSG00000253073.1|RN7SKP295	0	0	0	0	0	0	0	0	0
ENSG00000253074.1|RNU6-586P	0	0	0	0	0	0	0	0	0
ENSG00000253075.1|RN7SKP92	0	0	0	0	0	0	0	0	0
ENSG00000253077.1|RNA5SP169	0	0	0	0	0	0	0	0	0
ENSG00000253078.1|RNU6-1116P	0	0	0	0	0	0	0	0	0
ENSG00000253079.1|NRON	0	0	0	0	0	0	2	0	0
ENSG00000253080.1|RNA5SP373	0	0	0	0	0	0	0	0	0
ENSG00000253081.1|RNU4ATAC17P	0	0	0	0	0	0	0	0	0
ENSG00000253083.1|RNA5SP106	0	0	0	0	0	0	0	0	0
ENSG00000253084.3|RNU6-840P	0	0	0	0	0	0	0	0	0
ENSG00000253085.1|SCARNA11	0	0	0	0	0	0	0	0	0
ENSG00000253086.1|RNU6-537P	0	0	0	0	0	0	0	0	0
ENSG00000253087.1|RNU6-1174P	0	0	0	0	0	0	0	0	0
ENSG00000253088.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000253089.1|RNU1-104P	0	0	0	0	0	0	0	0	0
ENSG00000253090.2|SNORA73	0	0	0	0	0	0	0	0	0
ENSG00000253092.1|SNORA81	0	0	0	0	0	0	0	0	0
ENSG00000253093.1|RNA5SP179	0	0	0	0	0	0	0	0	0
ENSG00000253094.1|SNORD36	0	0	0	0	0	0	0	0	0
ENSG00000253096.1|Y_RNA	0	0	0	0	0	0	0	0	0
ENSG00000253097.1|RNU2-19P	0	0	0	0	0	0	0	0	0
ENSG00000253098.1|RNU7-161P	0	0	0	0	0	0	0	0	0
ENSG00000253099.1|RNU2-60P	0	0	0	0	0	0	0	0	0
ENSG00000253100.1|AC009623.1	0	0	0	0	0	0	0	0	0
ENSG00000253102.1|AC004707.1	0	0	0	0	0	0	0	0	0
ENSG00000253103.1|LINC01609	0	0	0	0	0	0	0	0	0
ENSG00000253104.1|AC139497.1	0	0	0	0	0	0	0	0	0
ENSG00000253105.5|AP003548.1	0	0	0	0	0	0	0	7	0
ENSG00000253106.1|AC090198.1	8	24	7	0	0	0	14	0	0
ENSG00000253107.1|AC090819.1	0	0	0	0	0	0	0	0	0
ENSG00000253108.1|AC090993.1	0	0	0	0	0	0	0	0	0
ENSG00000253109.1|RPL12P22	0	0	0	0	0	0	0	0	0
ENSG00000253110.1|AC011410.1	0	0	0	0	0	0	0	0	0
ENSG00000253111.1|AC091114.1	0	0	0	0	0	0	0	0	0
ENSG00000253112.1|AC102945.1	0	0	0	0	0	0	0	3	0
ENSG00000253114.2|AC090151.1	0	0	0	0	0	0	0	0	0
ENSG00000253115.1|AC087672.2	0	0	0	0	1	0	0	0	0
ENSG00000253116.1|AC027698.1	0	0	0	0	0	0	0	0	0
ENSG00000253117.4|OC90	0	0	0	0	0	0	0	0	0
ENSG00000253118.1|AC022695.1	0	0	0	0	0	0	0	0	0
ENSG00000253119.1|HNRNPA3P7	0	14	19	0	0	12	0	0	0
ENSG00000253120.1|IGLV2-34	1	0	1	1	1	13	0	1	1
ENSG00000253121.1|AC120042.2	0	0	0	0	0	0	0	0	0
ENSG00000253122.1|AC025366.1	0	0	0	0	0	0	0	0	0
ENSG00000253123.3|AC091182.1	0	0	0	0	0	27	0	0	0
ENSG00000253124.1|TRAPPC2P2	0	0	0	0	0	0	0	0	0
ENSG00000253125.1|AC055854.1	0	0	0	0	0	0	0	0	0
ENSG00000253126.1|IGLVI-56	0	0	0	0	0	0	0	0	0
ENSG00000253127.1|IGKV2D-36	0	0	0	0	0	0	0	0	0
ENSG00000253130.1|AC114550.1	0	0	0	0	0	0	0	0	0
ENSG00000253131.1|IGHV7-56	0	0	0	0	0	2	0	0	0
ENSG00000253132.1|IGHV3-62	0	0	0	0	0	2	0	0	0
ENSG00000253133.1|AC009630.1	11	13	1	20	21	32	9	20	25
ENSG00000253134.1|AC025437.1	0	0	0	0	0	0	0	0	0
ENSG00000253135.1|AC103724.2	0	0	0	0	0	0	0	0	0
ENSG00000253137.1|AC092709.1	0	0	0	0	0	0	0	0	0
ENSG00000253138.5|LINC00967	0	0	0	0	0	0	0	0	0
ENSG00000253139.1|AC013644.1	0	0	0	0	0	0	0	0	0
ENSG00000253140.1|AC026904.2	0	0	0	0	0	0	0	0	0
ENSG00000253141.1|AC008632.1	0	0	0	0	0	0	0	0	0
ENSG00000253142.1|AC037441.2	0	0	0	0	0	0	0	0	0
ENSG00000253143.3|AC022730.3	0	0	0	0	0	0	0	0	0
ENSG00000253144.1|AC104117.2	0	0	0	0	0	0	0	0	0
ENSG00000253146.1|CIR1P1	0	0	0	0	0	0	0	0	0
ENSG00000253147.5|AC015468.1	0	0	0	0	0	0	0	0	0
ENSG00000253148.1|RGS21	0	0	0	0	0	0	0	0	0
ENSG00000253149.3|AC245166.1	0	0	0	0	0	0	0	0	0
ENSG00000253152.1|IGLV3-17	0	0	0	0	0	0	0	0	0
ENSG00000253153.1|AP001207.1	0	0	0	0	0	0	0	0	0
ENSG00000253154.1|AC100801.1	2	0	0	0	0	0	0	0	0
ENSG00000253155.1|AC008676.3	0	0	0	2	0	0	0	0	0
ENSG00000253156.1|AC022360.1	0	0	0	0	0	0	0	0	0
ENSG00000253158.1|IGKV3-31	0	0	0	0	10	0	0	0	0
ENSG00000253159.2|PCDHGA12	0	0	23	1	0	0	0	0	0
ENSG00000253160.1|AC105185.1	0	0	0	0	0	0	0	0	0
ENSG00000253161.5|LINC01605	0	0	0	0	0	0	0	0	0
ENSG00000253162.1|AC026991.1	0	0	0	0	0	0	0	0	0
ENSG00000253163.1|AC109479.1	0	0	0	0	0	0	0	0	0
ENSG00000253164.5|AC023403.1	0	0	0	0	0	0	0	0	0
